lesionTipo,fecha,lesionRango,granja,edadEnDias,ciclo,noGalpon,planVacuna,influenzaVacuna,newcastleVacuna,gumboroVacuna,lesionPromedio,nAnimal,sexoAnimales,bursometro,condicionHigado,integridadIntestinal
DiscondroplasiaTibial,24-04-2020 00:00:00,0-3,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,0,4,M ,7,-,8
Traqueitis,24-04-2020 00:00:00,0-3,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,3,4,M ,7,-,8
Aerosaculitis,24-04-2020 00:00:00,0-4,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,0,4,M ,7,-,8
Cardiovascular,24-04-2020 00:00:00,0-3,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,0,4,M ,7,-,8
ErosionMolleja,24-04-2020 00:00:00,0-3,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,1,4,M ,7,-,8
ComedorCama,24-04-2020 00:00:00,0-1,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,0,4,M ,7,-,8
Proventriculitis,24-04-2020 00:00:00,0-3,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,0,4,M ,7,-,8
IntestinosEngrosados,24-04-2020 00:00:00,0-1,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,0,4,M ,7,-,8
IntestinosAdelgazados,24-04-2020 00:00:00,0-2,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,0,4,M ,7,-,8
E.acervulina,24-04-2020 00:00:00,0-4,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,1,4,M ,7,-,8
E.maxima,24-04-2020 00:00:00,0-4,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,1,4,M ,7,-,8
E.tenella,24-04-2020 00:00:00,0-4,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,1,4,M ,7,-,8
ExcesoMocoIntestinal,24-04-2020 00:00:00,0-2,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,0,4,M ,7,-,8
ExcesoFluidoIntestinal,24-04-2020 00:00:00,0-1,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,1,4,M ,7,-,8
DescamacionIntestinal,24-04-2020 00:00:00,0-2,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,0,4,M ,7,-,8
Tenias,24-04-2020 00:00:00,0-1,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,0,4,M ,7,-,8
EnteritisNecrotica,24-04-2020 00:00:00,0-1,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,0,4,M ,7,-,8
PasajeAlimento,24-04-2020 00:00:00,0-2,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,1,4,M ,7,-,8
GasCecal,24-04-2020 00:00:00,0-2,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,1,4,M ,7,-,8
HiperemiaIntestinal,24-04-2020 00:00:00,0-1,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,0,4,M ,7,-,8
QuemaduraAmoniaco,24-04-2020 00:00:00,0-1,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,0,4,M ,7,-,8
Aspergilosis,24-04-2020 00:00:00,0-1,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,0,4,M ,7,-,8
Ascitis,24-04-2020 00:00:00,0-1,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,0,4,M ,7,-,8
Ascaridios/GusanosRedondos,24-04-2020 00:00:00,0-1,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,0,4,M ,7,-,8
HemorragiasPetequiales,24-04-2020 00:00:00,0-1,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,1,4,M ,7,-,8
PiernasPalidas,24-04-2020 00:00:00,0-1,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,0,5,H,7,-,9
Rasguños,24-04-2020 00:00:00,0-1,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,1,5,H,7,-,9
LesionCojinetePlantar,24-04-2020 00:00:00,0-3,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,1,5,H,7,-,9
LesionCavidadOral,24-04-2020 00:00:00,0-1,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,0,5,H,7,-,9
RetencionSacoVitelino,24-04-2020 00:00:00,0-1,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,0,5,H,7,-,9
AtrofiaTimo,24-04-2020 00:00:00,0-2,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,0,5,H,7,-,9
DañoBolsa,24-04-2020 00:00:00,0-3,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,0,5,H,7,-,9
NecrosisCabezaFemur,24-04-2020 00:00:00,0-1,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,0,5,H,7,-,9
DiscondroplasiaTibial,24-04-2020 00:00:00,0-3,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,0,5,H,7,-,9
Traqueitis,24-04-2020 00:00:00,0-3,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,3,5,H,7,-,9
Aerosaculitis,24-04-2020 00:00:00,0-4,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,3,5,H,7,-,9
Cardiovascular,24-04-2020 00:00:00,0-3,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,0,5,H,7,-,9
ErosionMolleja,24-04-2020 00:00:00,0-3,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,1,5,H,7,-,9
ComedorCama,24-04-2020 00:00:00,0-1,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,0,5,H,7,-,9
Proventriculitis,24-04-2020 00:00:00,0-3,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,0,5,H,7,-,9
IntestinosEngrosados,24-04-2020 00:00:00,0-1,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,0,5,H,7,-,9
IntestinosAdelgazados,24-04-2020 00:00:00,0-2,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,0,5,H,7,-,9
E.acervulina,24-04-2020 00:00:00,0-4,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,2,5,H,7,-,9
E.maxima,24-04-2020 00:00:00,0-4,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,1,5,H,7,-,9
E.tenella,24-04-2020 00:00:00,0-4,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,1,5,H,7,-,9
ExcesoMocoIntestinal,24-04-2020 00:00:00,0-2,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,0,5,H,7,-,9
ExcesoFluidoIntestinal,24-04-2020 00:00:00,0-1,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,0,5,H,7,-,9
DescamacionIntestinal,24-04-2020 00:00:00,0-2,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,0,5,H,7,-,9
Tenias,24-04-2020 00:00:00,0-1,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,0,5,H,7,-,9
EnteritisNecrotica,24-04-2020 00:00:00,0-1,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,0,5,H,7,-,9
PasajeAlimento,24-04-2020 00:00:00,0-2,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,1,5,H,7,-,9
GasCecal,24-04-2020 00:00:00,0-2,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,0,5,H,7,-,9
HiperemiaIntestinal,24-04-2020 00:00:00,0-1,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,0,5,H,7,-,9
QuemaduraAmoniaco,24-04-2020 00:00:00,0-1,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,0,5,H,7,-,9
Aspergilosis,24-04-2020 00:00:00,0-1,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,0,5,H,7,-,9
Ascitis,24-04-2020 00:00:00,0-1,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,0,5,H,7,-,9
Ascaridios/GusanosRedondos,24-04-2020 00:00:00,0-1,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,0,5,H,7,-,9
HemorragiasPetequiales,24-04-2020 00:00:00,0-1,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,1,5,H,7,-,9
PiernasPalidas,24-04-2020 00:00:00,0-1,Vergel,35,36,10,P3T1,Trovac,Merial,Bursavac,0,1,M,7,TX,8
Rasguños,24-04-2020 00:00:00,0-1,Vergel,35,36,10,P3T1,Trovac,Merial,Bursavac,1,1,M,7,TX,8
LesionCojinetePlantar,24-04-2020 00:00:00,0-3,Vergel,35,36,10,P3T1,Trovac,Merial,Bursavac,1,1,M,7,TX,8
LesionCavidadOral,24-04-2020 00:00:00,0-1,Vergel,35,36,10,P3T1,Trovac,Merial,Bursavac,0,1,M,7,TX,8
RetencionSacoVitelino,24-04-2020 00:00:00,0-1,Vergel,35,36,10,P3T1,Trovac,Merial,Bursavac,0,1,M,7,TX,8
AtrofiaTimo,24-04-2020 00:00:00,0-2,Vergel,35,36,10,P3T1,Trovac,Merial,Bursavac,0,1,M,7,TX,8
DañoBolsa,24-04-2020 00:00:00,0-3,Vergel,35,36,10,P3T1,Trovac,Merial,Bursavac,0,1,M,7,TX,8
NecrosisCabezaFemur,24-04-2020 00:00:00,0-1,Vergel,35,36,10,P3T1,Trovac,Merial,Bursavac,0,1,M,7,TX,8
DiscondroplasiaTibial,24-04-2020 00:00:00,0-3,Vergel,35,36,10,P3T1,Trovac,Merial,Bursavac,0,1,M,7,TX,8
Traqueitis,24-04-2020 00:00:00,0-3,Vergel,35,36,10,P3T1,Trovac,Merial,Bursavac,0,1,M,7,TX,8
Aerosaculitis,24-04-2020 00:00:00,0-4,Vergel,35,36,10,P3T1,Trovac,Merial,Bursavac,1,1,M,7,TX,8
Cardiovascular,24-04-2020 00:00:00,0-3,Vergel,35,36,10,P3T1,Trovac,Merial,Bursavac,1,1,M,7,TX,8
ErosionMolleja,24-04-2020 00:00:00,0-3,Vergel,35,36,10,P3T1,Trovac,Merial,Bursavac,0,1,M,7,TX,8
ComedorCama,24-04-2020 00:00:00,0-1,Vergel,35,36,10,P3T1,Trovac,Merial,Bursavac,0,1,M,7,TX,8
Proventriculitis,24-04-2020 00:00:00,0-3,Vergel,35,36,10,P3T1,Trovac,Merial,Bursavac,0,1,M,7,TX,8
IntestinosEngrosados,24-04-2020 00:00:00,0-1,Vergel,35,36,10,P3T1,Trovac,Merial,Bursavac,0,1,M,7,TX,8
IntestinosAdelgazados,24-04-2020 00:00:00,0-2,Vergel,35,36,10,P3T1,Trovac,Merial,Bursavac,0,1,M,7,TX,8
E.acervulina,24-04-2020 00:00:00,0-4,Vergel,35,36,10,P3T1,Trovac,Merial,Bursavac,0,1,M,7,TX,8
E.maxima,24-04-2020 00:00:00,0-4,Vergel,35,36,10,P3T1,Trovac,Merial,Bursavac,0,1,M,7,TX,8
E.tenella,24-04-2020 00:00:00,0-4,Vergel,35,36,10,P3T1,Trovac,Merial,Bursavac,1,1,M,7,TX,8
ExcesoMocoIntestinal,24-04-2020 00:00:00,0-2,Vergel,35,36,10,P3T1,Trovac,Merial,Bursavac,1,1,M,7,TX,8
ExcesoFluidoIntestinal,24-04-2020 00:00:00,0-1,Vergel,35,36,10,P3T1,Trovac,Merial,Bursavac,0,1,M,7,TX,8
DescamacionIntestinal,24-04-2020 00:00:00,0-2,Vergel,35,36,10,P3T1,Trovac,Merial,Bursavac,0,1,M,7,TX,8
Tenias,24-04-2020 00:00:00,0-1,Vergel,35,36,10,P3T1,Trovac,Merial,Bursavac,0,1,M,7,TX,8
EnteritisNecrotica,24-04-2020 00:00:00,0-1,Vergel,35,36,10,P3T1,Trovac,Merial,Bursavac,0,1,M,7,TX,8
PasajeAlimento,24-04-2020 00:00:00,0-2,Vergel,35,36,10,P3T1,Trovac,Merial,Bursavac,1,1,M,7,TX,8
GasCecal,24-04-2020 00:00:00,0-2,Vergel,35,36,10,P3T1,Trovac,Merial,Bursavac,0,1,M,7,TX,8
HiperemiaIntestinal,24-04-2020 00:00:00,0-1,Vergel,35,36,10,P3T1,Trovac,Merial,Bursavac,0,1,M,7,TX,8
QuemaduraAmoniaco,24-04-2020 00:00:00,0-1,Vergel,35,36,10,P3T1,Trovac,Merial,Bursavac,0,1,M,7,TX,8
Aspergilosis,24-04-2020 00:00:00,0-1,Vergel,35,36,10,P3T1,Trovac,Merial,Bursavac,0,1,M,7,TX,8
Ascitis,24-04-2020 00:00:00,0-1,Vergel,35,36,10,P3T1,Trovac,Merial,Bursavac,0,1,M,7,TX,8
Ascaridios/GusanosRedondos,24-04-2020 00:00:00,0-1,Vergel,35,36,10,P3T1,Trovac,Merial,Bursavac,0,1,M,7,TX,8
HemorragiasPetequiales,24-04-2020 00:00:00,0-1,Vergel,35,36,10,P3T1,Trovac,Merial,Bursavac,0,1,M,7,TX,8
PiernasPalidas,24-04-2020 00:00:00,0-1,Vergel,35,36,10,P3T1,Trovac,Merial,Bursavac,0,2,M,5,TX,7
Rasguños,24-04-2020 00:00:00,0-1,Vergel,35,36,10,P3T1,Trovac,Merial,Bursavac,1,2,M,5,TX,7
LesionCojinetePlantar,24-04-2020 00:00:00,0-3,Vergel,35,36,10,P3T1,Trovac,Merial,Bursavac,1,2,M,5,TX,7
LesionCavidadOral,24-04-2020 00:00:00,0-1,Vergel,35,36,10,P3T1,Trovac,Merial,Bursavac,0,2,M,5,TX,7
RetencionSacoVitelino,24-04-2020 00:00:00,0-1,Vergel,35,36,10,P3T1,Trovac,Merial,Bursavac,0,2,M,5,TX,7
AtrofiaTimo,24-04-2020 00:00:00,0-2,Vergel,35,36,10,P3T1,Trovac,Merial,Bursavac,0,2,M,5,TX,7
DañoBolsa,24-04-2020 00:00:00,0-3,Vergel,35,36,10,P3T1,Trovac,Merial,Bursavac,0,2,M,5,TX,7
NecrosisCabezaFemur,24-04-2020 00:00:00,0-1,Vergel,35,36,10,P3T1,Trovac,Merial,Bursavac,0,2,M,5,TX,7
DiscondroplasiaTibial,24-04-2020 00:00:00,0-3,Vergel,35,36,10,P3T1,Trovac,Merial,Bursavac,0,2,M,5,TX,7
Traqueitis,24-04-2020 00:00:00,0-3,Vergel,35,36,10,P3T1,Trovac,Merial,Bursavac,0,2,M,5,TX,7
Aerosaculitis,24-04-2020 00:00:00,0-4,Vergel,35,36,10,P3T1,Trovac,Merial,Bursavac,1,2,M,5,TX,7
Cardiovascular,24-04-2020 00:00:00,0-3,Vergel,35,36,10,P3T1,Trovac,Merial,Bursavac,1,2,M,5,TX,7
ErosionMolleja,24-04-2020 00:00:00,0-3,Vergel,35,36,10,P3T1,Trovac,Merial,Bursavac,1,2,M,5,TX,7
ComedorCama,24-04-2020 00:00:00,0-1,Vergel,35,36,10,P3T1,Trovac,Merial,Bursavac,0,2,M,5,TX,7
Proventriculitis,24-04-2020 00:00:00,0-3,Vergel,35,36,10,P3T1,Trovac,Merial,Bursavac,0,2,M,5,TX,7
IntestinosEngrosados,24-04-2020 00:00:00,0-1,Vergel,35,36,10,P3T1,Trovac,Merial,Bursavac,0,2,M,5,TX,7
IntestinosAdelgazados,24-04-2020 00:00:00,0-2,Vergel,35,36,10,P3T1,Trovac,Merial,Bursavac,0,2,M,5,TX,7
E.acervulina,24-04-2020 00:00:00,0-4,Vergel,35,36,10,P3T1,Trovac,Merial,Bursavac,1,2,M,5,TX,7
E.maxima,24-04-2020 00:00:00,0-4,Vergel,35,36,10,P3T1,Trovac,Merial,Bursavac,1,2,M,5,TX,7
E.tenella,24-04-2020 00:00:00,0-4,Vergel,35,36,10,P3T1,Trovac,Merial,Bursavac,1,2,M,5,TX,7
ExcesoMocoIntestinal,24-04-2020 00:00:00,0-2,Vergel,35,36,10,P3T1,Trovac,Merial,Bursavac,1,2,M,5,TX,7
ExcesoFluidoIntestinal,24-04-2020 00:00:00,0-1,Vergel,35,36,10,P3T1,Trovac,Merial,Bursavac,0,2,M,5,TX,7
DescamacionIntestinal,24-04-2020 00:00:00,0-2,Vergel,35,36,10,P3T1,Trovac,Merial,Bursavac,0,2,M,5,TX,7
Tenias,24-04-2020 00:00:00,0-1,Vergel,35,36,10,P3T1,Trovac,Merial,Bursavac,0,2,M,5,TX,7
EnteritisNecrotica,24-04-2020 00:00:00,0-1,Vergel,35,36,10,P3T1,Trovac,Merial,Bursavac,0,2,M,5,TX,7
PasajeAlimento,24-04-2020 00:00:00,0-2,Vergel,35,36,10,P3T1,Trovac,Merial,Bursavac,1,2,M,5,TX,7
GasCecal,24-04-2020 00:00:00,0-2,Vergel,35,36,10,P3T1,Trovac,Merial,Bursavac,1,2,M,5,TX,7
HiperemiaIntestinal,24-04-2020 00:00:00,0-1,Vergel,35,36,10,P3T1,Trovac,Merial,Bursavac,0,2,M,5,TX,7
QuemaduraAmoniaco,24-04-2020 00:00:00,0-1,Vergel,35,36,10,P3T1,Trovac,Merial,Bursavac,0,2,M,5,TX,7
Aspergilosis,24-04-2020 00:00:00,0-1,Vergel,35,36,10,P3T1,Trovac,Merial,Bursavac,0,2,M,5,TX,7
Ascitis,24-04-2020 00:00:00,0-1,Vergel,35,36,10,P3T1,Trovac,Merial,Bursavac,0,2,M,5,TX,7
Ascaridios/GusanosRedondos,24-04-2020 00:00:00,0-1,Vergel,35,36,10,P3T1,Trovac,Merial,Bursavac,0,2,M,5,TX,7
HemorragiasPetequiales,24-04-2020 00:00:00,0-1,Vergel,35,36,10,P3T1,Trovac,Merial,Bursavac,0,2,M,5,TX,7
PiernasPalidas,24-04-2020 00:00:00,0-1,Vergel,35,36,10,P3T1,Trovac,Merial,Bursavac,0,3,M,6,-,10
Rasguños,24-04-2020 00:00:00,0-1,Vergel,35,36,10,P3T1,Trovac,Merial,Bursavac,1,3,M,6,-,10
LesionCojinetePlantar,24-04-2020 00:00:00,0-3,Vergel,35,36,10,P3T1,Trovac,Merial,Bursavac,1,3,M,6,-,10
LesionCavidadOral,24-04-2020 00:00:00,0-1,Vergel,35,36,10,P3T1,Trovac,Merial,Bursavac,0,3,M,6,-,10
RetencionSacoVitelino,24-04-2020 00:00:00,0-1,Vergel,35,36,10,P3T1,Trovac,Merial,Bursavac,0,3,M,6,-,10
AtrofiaTimo,24-04-2020 00:00:00,0-2,Vergel,35,36,10,P3T1,Trovac,Merial,Bursavac,0,3,M,6,-,10
DañoBolsa,24-04-2020 00:00:00,0-3,Vergel,35,36,10,P3T1,Trovac,Merial,Bursavac,1,3,M,6,-,10
NecrosisCabezaFemur,24-04-2020 00:00:00,0-1,Vergel,35,36,10,P3T1,Trovac,Merial,Bursavac,0,3,M,6,-,10
DiscondroplasiaTibial,24-04-2020 00:00:00,0-3,Vergel,35,36,10,P3T1,Trovac,Merial,Bursavac,0,3,M,6,-,10
Traqueitis,24-04-2020 00:00:00,0-3,Vergel,35,36,10,P3T1,Trovac,Merial,Bursavac,1,3,M,6,-,10
Aerosaculitis,24-04-2020 00:00:00,0-4,Vergel,35,36,10,P3T1,Trovac,Merial,Bursavac,0,3,M,6,-,10
Cardiovascular,24-04-2020 00:00:00,0-3,Vergel,35,36,10,P3T1,Trovac,Merial,Bursavac,2,3,M,6,-,10
ErosionMolleja,24-04-2020 00:00:00,0-3,Vergel,35,36,10,P3T1,Trovac,Merial,Bursavac,2,3,M,6,-,10
ComedorCama,24-04-2020 00:00:00,0-1,Vergel,35,36,10,P3T1,Trovac,Merial,Bursavac,0,3,M,6,-,10
Proventriculitis,24-04-2020 00:00:00,0-3,Vergel,35,36,10,P3T1,Trovac,Merial,Bursavac,0,3,M,6,-,10
IntestinosEngrosados,24-04-2020 00:00:00,0-1,Vergel,35,36,10,P3T1,Trovac,Merial,Bursavac,0,3,M,6,-,10
IntestinosAdelgazados,24-04-2020 00:00:00,0-2,Vergel,35,36,10,P3T1,Trovac,Merial,Bursavac,0,3,M,6,-,10
E.acervulina,24-04-2020 00:00:00,0-4,Vergel,35,36,10,P3T1,Trovac,Merial,Bursavac,1,3,M,6,-,10
E.maxima,24-04-2020 00:00:00,0-4,Vergel,35,36,10,P3T1,Trovac,Merial,Bursavac,0,3,M,6,-,10
E.tenella,24-04-2020 00:00:00,0-4,Vergel,35,36,10,P3T1,Trovac,Merial,Bursavac,0,3,M,6,-,10
ExcesoMocoIntestinal,24-04-2020 00:00:00,0-2,Vergel,35,36,10,P3T1,Trovac,Merial,Bursavac,0,3,M,6,-,10
ExcesoFluidoIntestinal,24-04-2020 00:00:00,0-1,Vergel,35,36,10,P3T1,Trovac,Merial,Bursavac,0,3,M,6,-,10
DescamacionIntestinal,24-04-2020 00:00:00,0-2,Vergel,35,36,10,P3T1,Trovac,Merial,Bursavac,0,3,M,6,-,10
Tenias,24-04-2020 00:00:00,0-1,Vergel,35,36,10,P3T1,Trovac,Merial,Bursavac,0,3,M,6,-,10
EnteritisNecrotica,24-04-2020 00:00:00,0-1,Vergel,35,36,10,P3T1,Trovac,Merial,Bursavac,0,3,M,6,-,10
PasajeAlimento,24-04-2020 00:00:00,0-2,Vergel,35,36,10,P3T1,Trovac,Merial,Bursavac,0,3,M,6,-,10
GasCecal,24-04-2020 00:00:00,0-2,Vergel,35,36,10,P3T1,Trovac,Merial,Bursavac,0,3,M,6,-,10
HiperemiaIntestinal,24-04-2020 00:00:00,0-1,Vergel,35,36,10,P3T1,Trovac,Merial,Bursavac,0,3,M,6,-,10
QuemaduraAmoniaco,24-04-2020 00:00:00,0-1,Vergel,35,36,10,P3T1,Trovac,Merial,Bursavac,0,3,M,6,-,10
Aspergilosis,24-04-2020 00:00:00,0-1,Vergel,35,36,10,P3T1,Trovac,Merial,Bursavac,0,3,M,6,-,10
Ascitis,24-04-2020 00:00:00,0-1,Vergel,35,36,10,P3T1,Trovac,Merial,Bursavac,0,3,M,6,-,10
Ascaridios/GusanosRedondos,24-04-2020 00:00:00,0-1,Vergel,35,36,10,P3T1,Trovac,Merial,Bursavac,0,3,M,6,-,10
HemorragiasPetequiales,24-04-2020 00:00:00,0-1,Vergel,35,36,10,P3T1,Trovac,Merial,Bursavac,0,3,M,6,-,10
PiernasPalidas,24-04-2020 00:00:00,0-1,Vergel,35,36,10,P3T1,Trovac,Merial,Bursavac,0,4,M ,7,-,9
Rasguños,24-04-2020 00:00:00,0-1,Vergel,35,36,10,P3T1,Trovac,Merial,Bursavac,1,4,M ,7,-,9
LesionCojinetePlantar,24-04-2020 00:00:00,0-3,Vergel,35,36,10,P3T1,Trovac,Merial,Bursavac,2,4,M ,7,-,9
LesionCavidadOral,24-04-2020 00:00:00,0-1,Vergel,35,36,10,P3T1,Trovac,Merial,Bursavac,0,4,M ,7,-,9
RetencionSacoVitelino,24-04-2020 00:00:00,0-1,Vergel,35,36,10,P3T1,Trovac,Merial,Bursavac,0,4,M ,7,-,9
AtrofiaTimo,24-04-2020 00:00:00,0-2,Vergel,35,36,10,P3T1,Trovac,Merial,Bursavac,0,4,M ,7,-,9
DañoBolsa,24-04-2020 00:00:00,0-3,Vergel,35,36,10,P3T1,Trovac,Merial,Bursavac,1,4,M ,7,-,9
NecrosisCabezaFemur,24-04-2020 00:00:00,0-1,Vergel,35,36,10,P3T1,Trovac,Merial,Bursavac,0,4,M ,7,-,9
DiscondroplasiaTibial,24-04-2020 00:00:00,0-3,Vergel,35,36,10,P3T1,Trovac,Merial,Bursavac,0,4,M ,7,-,9
Traqueitis,24-04-2020 00:00:00,0-3,Vergel,35,36,10,P3T1,Trovac,Merial,Bursavac,0,4,M ,7,-,9
Aerosaculitis,24-04-2020 00:00:00,0-4,Vergel,35,36,10,P3T1,Trovac,Merial,Bursavac,0,4,M ,7,-,9
Cardiovascular,24-04-2020 00:00:00,0-3,Vergel,35,36,10,P3T1,Trovac,Merial,Bursavac,0,4,M ,7,-,9
ErosionMolleja,24-04-2020 00:00:00,0-3,Vergel,35,36,10,P3T1,Trovac,Merial,Bursavac,0,4,M ,7,-,9
ComedorCama,24-04-2020 00:00:00,0-1,Vergel,35,36,10,P3T1,Trovac,Merial,Bursavac,0,4,M ,7,-,9
Proventriculitis,24-04-2020 00:00:00,0-3,Vergel,35,36,10,P3T1,Trovac,Merial,Bursavac,0,4,M ,7,-,9
IntestinosEngrosados,24-04-2020 00:00:00,0-1,Vergel,35,36,10,P3T1,Trovac,Merial,Bursavac,0,4,M ,7,-,9
IntestinosAdelgazados,24-04-2020 00:00:00,0-2,Vergel,35,36,10,P3T1,Trovac,Merial,Bursavac,0,4,M ,7,-,9
E.acervulina,24-04-2020 00:00:00,0-4,Vergel,35,36,10,P3T1,Trovac,Merial,Bursavac,1,4,M ,7,-,9
E.maxima,24-04-2020 00:00:00,0-4,Vergel,35,36,10,P3T1,Trovac,Merial,Bursavac,0,4,M ,7,-,9
E.tenella,24-04-2020 00:00:00,0-4,Vergel,35,36,10,P3T1,Trovac,Merial,Bursavac,3,4,M ,7,-,9
ExcesoMocoIntestinal,24-04-2020 00:00:00,0-2,Vergel,35,36,10,P3T1,Trovac,Merial,Bursavac,1,4,M ,7,-,9
ExcesoFluidoIntestinal,24-04-2020 00:00:00,0-1,Vergel,35,36,10,P3T1,Trovac,Merial,Bursavac,0,4,M ,7,-,9
DescamacionIntestinal,24-04-2020 00:00:00,0-2,Vergel,35,36,10,P3T1,Trovac,Merial,Bursavac,0,4,M ,7,-,9
Tenias,24-04-2020 00:00:00,0-1,Vergel,35,36,10,P3T1,Trovac,Merial,Bursavac,0,4,M ,7,-,9
EnteritisNecrotica,24-04-2020 00:00:00,0-1,Vergel,35,36,10,P3T1,Trovac,Merial,Bursavac,0,4,M ,7,-,9
PasajeAlimento,24-04-2020 00:00:00,0-2,Vergel,35,36,10,P3T1,Trovac,Merial,Bursavac,1,4,M ,7,-,9
GasCecal,24-04-2020 00:00:00,0-2,Vergel,35,36,10,P3T1,Trovac,Merial,Bursavac,0,4,M ,7,-,9
HiperemiaIntestinal,24-04-2020 00:00:00,0-1,Vergel,35,36,10,P3T1,Trovac,Merial,Bursavac,0,4,M ,7,-,9
QuemaduraAmoniaco,24-04-2020 00:00:00,0-1,Vergel,35,36,10,P3T1,Trovac,Merial,Bursavac,0,4,M ,7,-,9
Aspergilosis,24-04-2020 00:00:00,0-1,Vergel,35,36,10,P3T1,Trovac,Merial,Bursavac,0,4,M ,7,-,9
Ascitis,24-04-2020 00:00:00,0-1,Vergel,35,36,10,P3T1,Trovac,Merial,Bursavac,0,4,M ,7,-,9
Ascaridios/GusanosRedondos,24-04-2020 00:00:00,0-1,Vergel,35,36,10,P3T1,Trovac,Merial,Bursavac,0,4,M ,7,-,9
HemorragiasPetequiales,24-04-2020 00:00:00,0-1,Vergel,35,36,10,P3T1,Trovac,Merial,Bursavac,0,4,M ,7,-,9
PiernasPalidas,24-04-2020 00:00:00,0-1,Vergel,35,36,10,P3T1,Trovac,Merial,Bursavac,0,5,M,6,TX,9
Rasguños,24-04-2020 00:00:00,0-1,Vergel,35,36,10,P3T1,Trovac,Merial,Bursavac,0,5,M,6,TX,9
LesionCojinetePlantar,24-04-2020 00:00:00,0-3,Vergel,35,36,10,P3T1,Trovac,Merial,Bursavac,2,5,M,6,TX,9
LesionCavidadOral,24-04-2020 00:00:00,0-1,Vergel,35,36,10,P3T1,Trovac,Merial,Bursavac,1,5,M,6,TX,9
RetencionSacoVitelino,24-04-2020 00:00:00,0-1,Vergel,35,36,10,P3T1,Trovac,Merial,Bursavac,0,5,M,6,TX,9
AtrofiaTimo,24-04-2020 00:00:00,0-2,Vergel,35,36,10,P3T1,Trovac,Merial,Bursavac,0,5,M,6,TX,9
